1,34
2,35
3,43
4,0
5,37
6,28
7,24
8,18
9,34
10,6
11,10
12,44
13,12
14,44
15,6
16,10
17,35
18,38
19,1
20,21
21,28
22,27
23,24
24,35
25,38
26,10
27,46
28,20
29,43
30,10
31,10
32,28
33,17
34,49
35,41
36,11
37,29
38,48
39,31
40,17
41,23
42,18
43,22
44,41
45,31
46,8
47,49
48,50
49,23
50,29
51,15
52,20
53,20
54,10
55,36
56,34
57,17
58,34
59,40
60,20
61,48
62,34
63,22
64,26
65,48
66,6
67,29
68,2
69,31
70,50
71,24
72,24
73,8
74,22
75,38
76,28
77,39
78,31
79,46
80,8
81,35
82,14
83,12
84,14
85,35
86,19
87,26
88,49
89,21
90,47
91,4
92,0
93,2
94,2
95,0
96,46
97,21
98,45
99,13
100,0
101,35
102,20
103,19
104,27
105,34
106,25
107,29
108,27
109,9
110,48
111,39
112,7
113,9
114,50
115,34
116,37
117,15
118,36
119,34
120,46
121,8
122,49
123,2
124,43
125,31
126,33
127,15
128,2
129,41
130,13
131,40
132,16
133,10
134,34
135,35
136,34
137,13
138,25
139,41
140,48
141,46
142,27
143,14
144,35
145,11
146,34
147,23
148,1
149,9
150,1
151,1
152,27
153,37
154,14
155,24
156,39
157,16
158,43
159,21
160,25
161,11
162,9
163,2
164,35
165,40
166,0
167,24
168,39
169,4
170,26
171,48
172,13
173,9
174,44
175,6
176,5
177,12
178,3
179,30
180,24
181,10
182,27
183,4
184,2
185,44
186,11
187,41
188,0
189,24
190,3
191,23
192,39
193,8
194,30
195,7
196,21
197,29
198,11
199,16
200,31
201,26
202,36
203,21
204,44
205,14
206,20
207,33
208,23
209,32
210,9
211,49
212,33
213,30
214,29
215,14
216,5
217,24
218,22
219,35
220,39
221,3
222,23
223,33
224,4
225,10
226,31
227,33
228,39
229,44
230,16
231,24
232,22
233,6
234,34
235,41
236,43
237,6
238,31
239,33
240,45
241,20
242,10
243,8
244,17
245,26
246,21
247,21
248,27
249,48
250,17
251,27
252,0
253,28
254,48
255,11
256,28
257,11
258,41
259,37
260,43
261,28
262,3
263,19
264,46
265,2
266,16
267,14
268,46
269,36
270,28
271,40
272,41
273,49
274,30
275,46
276,39
277,44
278,42
279,33
280,0
281,13
282,10
283,18
284,6
285,42
286,2
287,36
288,43
289,49
290,9
291,40
292,9
293,11
294,37
295,42
296,24
297,10
298,18
299,9
300,7
301,24
302,31
303,48
304,47
305,40
306,37
307,8
308,40
309,22
310,10
311,0
312,15
313,19
314,13
315,16
316,41
317,25
318,46
319,21
320,8
321,36
322,15
323,18
324,30
325,50
326,33
327,8
328,17
329,26
330,14
331,22
332,28
333,28
334,6
335,21
336,28
337,16
338,24
339,19
340,49
341,43
342,36
343,48
344,40
345,42
346,29
347,12
348,44
349,19
350,39
351,0
352,21
353,15
354,9
355,41
356,1
357,37
358,30
359,26
360,39
361,2
362,8
363,46
364,15
365,31
366,35
367,8
368,42
369,11
370,3
371,5
372,45
373,7
374,41
375,22
376,33
377,15
378,12
379,49
380,45
381,16
382,7
383,15
384,19
385,10
386,47
387,16
388,36
389,50
390,33
391,34
392,9
393,22
394,42
395,38
396,13
397,13
398,26
399,45
400,7
401,35
402,27
403,14
404,28
405,2
406,13
407,4
408,4
409,28
410,41
411,11
412,32
413,29
414,23
415,25
416,18
417,39
418,8
419,41
420,9
421,12
422,41
423,41
424,14
425,41
426,42
427,6
428,48
429,8
430,42
431,12
432,18
433,24
434,35
435,0
436,7
437,33
438,36
439,34
440,14
441,26
442,16
443,46
444,47
445,43
446,36
447,10
448,48
449,47
450,45
451,2
452,32
453,6
454,39
455,2
456,37
457,27
458,20
459,7
460,50
461,5
462,34
463,21
464,5
465,24
466,3
467,4
468,45
469,21
470,23
471,8
472,23
473,25
474,21
475,23
476,28
477,3
478,32
479,28
480,22
481,14
482,28
483,39
484,8
485,48
486,10
487,31
488,7
489,2
490,41
491,12
492,6
493,34
494,0
495,31
496,42
497,19
498,36
499,33
500,44
501,6
502,31
503,33
504,8
505,25
506,16
507,0
508,46
509,50
510,16
511,43
512,1
513,42
514,19
